age;job;marital;education;default;housing;loan;contact;month;day_of_week;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
[0, 100[;housemaid;married;basic.4y;unknown;yes;no;telephone;may;mon;1.1;93.994;-36.4;4.857;5191;no
[0, 100[;admin.;married;high.school;no;yes;no;cellular;jul;fri;-2.9;92.469;-33.6;1.059;NULL;no
[0, 100[;technician;divorced;basic.9y;no;no;no;telephone;jul;wed;1.4;93.918;-42.7;4.962;NULL;no
[0, 100[;admin.;single;high.school;no;yes;no;cellular;jul;thu;1.4;93.918;-42.7;4.963;NULL;no
[0, 100[;services;married;high.school;no;yes;yes;telephone;may;wed;1.1;93.994;-36.4;4.859;5191;no
[0, 100[;technician;married;university.degree;no;yes;no;cellular;apr;mon;-1.8;93.075;-47.1;1.405;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;yes
[0, 100[;blue-collar;married;basic.9y;no;yes;no;cellular;may;wed;-1.8;92.893;-46.2;1.334;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;blue-collar;married;basic.4y;no;no;no;cellular;nov;mon;-0.1;93.2;-42;4.191;NULL;no
[0, 100[;blue-collar;single;high.school;no;yes;no;telephone;jun;fri;1.4;94.465;-41.8;4.967;NULL;no
[0, 100[;services;single;high.school;no;no;no;cellular;nov;thu;-0.1;93.2;-42;4.076;NULL;no
[0, 100[;admin.;single;high.school;no;yes;no;cellular;may;thu;-1.8;92.893;-46.2;1.266;NULL;yes
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;yes
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;admin.;single;university.degree;no;yes;no;cellular;jul;wed;1.4;93.918;-42.7;4.962;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;management;married;university.degree;no;no;no;cellular;aug;tue;1.4;93.444;-36.1;4.966;NULL;no
[0, 100[;self-employed;married;university.degree;no;yes;no;cellular;jul;mon;1.4;93.918;-42.7;4.962;NULL;no
[0, 100[;technician;married;professional.course;unknown;yes;no;telephone;may;thu;1.1;93.994;-36.4;4.86;5191;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;unemployed;married;high.school;no;no;no;cellular;may;mon;-1.8;92.893;-46.2;1.354;NULL;yes
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;yes
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;admin.;single;professional.course;no;no;no;cellular;jul;tue;1.4;93.918;-42.7;4.962;NULL;no
[0, 100[;blue-collar;divorced;basic.4y;no;no;no;cellular;may;wed;-1.8;92.893;-46.2;1.281;NULL;no
[0, 100[;technician;married;basic.9y;unknown;yes;no;telephone;jun;thu;1.4;94.465;-41.8;4.961;NULL;no
[0, 100[;blue-collar;married;basic.9y;no;no;yes;cellular;may;tue;-1.8;92.893;-46.2;1.344;NULL;no
[0, 100[;technician;single;professional.course;no;yes;yes;cellular;aug;wed;1.4;93.444;-36.1;4.964;NULL;no
[0, 100[;technician;married;university.degree;no;yes;no;telephone;may;fri;1.1;93.994;-36.4;4.857;5191;no
[0, 100[;blue-collar;married;basic.9y;no;yes;no;telephone;may;wed;1.1;93.994;-36.4;4.858;5191;no
[0, 100[;blue-collar;married;basic.9y;no;yes;yes;cellular;jul;mon;1.4;93.918;-42.7;4.962;NULL;no
[0, 100[;management;married;university.degree;no;no;no;cellular;jul;thu;1.4;93.918;-42.7;4.962;NULL;no
[0, 100[;blue-collar;married;basic.4y;unknown;no;yes;telephone;jun;tue;1.4;94.465;-41.8;4.961;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;blue-collar;married;basic.4y;no;yes;no;telephone;may;wed;1.1;93.994;-36.4;4.856;5191;no
[0, 100[;management;married;university.degree;no;yes;no;telephone;jun;wed;1.4;94.465;-41.8;4.962;NULL;no
[0, 100[;blue-collar;married;basic.4y;unknown;no;no;telephone;jun;fri;1.4;94.465;-41.8;4.959;NULL;yes
[0, 100[;admin.;single;university.degree;no;no;yes;telephone;apr;thu;-1.8;93.075;-47.1;1.365;NULL;no
[0, 100[;admin.;married;university.degree;no;yes;no;telephone;jun;wed;1.4;94.465;-41.8;4.864;NULL;no
[0, 100[;services;married;high.school;no;yes;yes;cellular;nov;mon;-0.1;93.2;-42;4.191;NULL;no
[0, 100[;management;married;university.degree;no;yes;no;telephone;jun;thu;1.4;94.465;-41.8;4.866;NULL;no
[0, 100[;blue-collar;married;basic.9y;no;yes;no;telephone;jun;fri;1.4;94.465;-41.8;4.959;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;yes
[0, 100[;admin.;single;high.school;no;no;no;cellular;jul;tue;1.4;93.918;-42.7;4.961;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;admin.;divorced;university.degree;no;yes;no;cellular;may;fri;-1.8;92.893;-46.2;1.25;NULL;yes
[0, 100[;blue-collar;married;basic.9y;unknown;yes;no;cellular;jul;mon;1.4;93.918;-42.7;4.96;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;yes
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;blue-collar;married;basic.6y;unknown;no;no;cellular;may;thu;-1.8;92.893;-46.2;1.266;NULL;yes
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;technician;married;professional.course;no;no;no;cellular;may;mon;-1.8;92.893;-46.2;1.299;NULL;no
[0, 100[;technician;divorced;professional.course;no;yes;no;cellular;aug;tue;1.4;93.444;-36.1;4.965;NULL;no
[0, 100[;admin.;single;university.degree;no;no;no;cellular;apr;tue;-1.8;93.075;-47.1;1.423;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;unknown;married;unknown;no;no;yes;telephone;may;thu;1.1;93.994;-36.4;4.86;5191;no
[0, 100[;services;married;high.school;no;yes;no;cellular;may;tue;-1.8;92.893;-46.2;1.291;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;technician;married;professional.course;no;no;no;cellular;aug;wed;1.4;93.444;-36.1;4.965;NULL;yes
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;admin.;married;university.degree;no;no;no;cellular;jul;mon;1.4;93.918;-42.7;4.96;NULL;yes
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;yes
[0, 100[;student;single;unknown;no;no;no;cellular;sep;thu;-3.4;92.379;-29.8;0.809;NULL;no
[0, 100[;technician;married;professional.course;no;no;no;cellular;nov;thu;-0.1;93.2;-42;4.076;NULL;no
[0, 100[;technician;married;university.degree;no;yes;no;cellular;aug;fri;1.4;93.444;-36.1;4.966;NULL;no
[0, 100[;admin.;divorced;university.degree;no;yes;no;cellular;may;fri;-1.8;92.893;-46.2;1.25;NULL;yes
[0, 100[;technician;married;professional.course;no;no;no;telephone;may;fri;1.1;93.994;-36.4;4.864;5191;no
[0, 100[;admin.;single;university.degree;no;yes;no;cellular;aug;wed;-1.7;94.027;-38.3;0.9;NULL;yes
[0, 100[;admin.;married;university.degree;no;yes;no;cellular;may;fri;-1.8;92.893;-46.2;1.25;NULL;yes
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;admin.;single;university.degree;no;yes;yes;cellular;may;tue;-1.8;92.893;-46.2;1.291;NULL;no
[0, 100[;admin.;married;high.school;no;yes;no;telephone;may;fri;1.1;93.994;-36.4;4.855;5191;no
[0, 100[;technician;divorced;high.school;no;yes;no;cellular;may;tue;-1.8;92.893;-46.2;1.291;NULL;no
[0, 100[;self-employed;single;university.degree;no;no;no;telephone;jun;wed;1.4;94.465;-41.8;4.959;NULL;yes
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;admin.;single;university.degree;no;no;no;telephone;jun;fri;1.4;94.465;-41.8;4.959;NULL;no
[0, 100[;admin.;married;university.degree;no;yes;no;cellular;may;mon;-1.8;92.893;-46.2;1.244;NULL;yes
[0, 100[;self-employed;single;university.degree;no;no;no;cellular;jul;thu;-2.9;92.469;-33.6;1.072;NULL;no
[0, 100[;admin.;single;university.degree;no;no;no;cellular;may;mon;-1.8;92.893;-46.2;1.244;NULL;no
[0, 100[;technician;single;professional.course;no;no;no;telephone;may;mon;1.1;93.994;-36.4;4.857;5191;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;services;married;high.school;no;yes;no;telephone;may;mon;1.1;93.994;-36.4;4.857;5191;no
[0, 100[;blue-collar;married;basic.6y;unknown;no;no;telephone;may;thu;1.1;93.994;-36.4;4.855;5191;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;technician;married;professional.course;no;no;no;cellular;nov;fri;-0.1;93.2;-42;4.021;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;blue-collar;single;basic.9y;no;no;no;cellular;jul;mon;1.4;93.918;-42.7;4.962;NULL;no
[0, 100[;admin.;divorced;high.school;no;yes;no;telephone;may;thu;1.1;93.994;-36.4;4.855;5191;no
[0, 100[;blue-collar;married;basic.9y;unknown;no;no;cellular;aug;wed;1.4;93.444;-36.1;4.965;NULL;no
[0, 100[;admin.;single;university.degree;no;yes;no;cellular;may;mon;-1.8;92.893;-46.2;1.299;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;yes
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;blue-collar;married;basic.9y;no;yes;no;cellular;apr;wed;-1.8;93.075;-47.1;1.445;NULL;yes
[0, 100[;management;married;university.degree;no;yes;yes;cellular;nov;tue;-0.1;93.2;-42;4.153;NULL;no
[0, 100[;technician;single;university.degree;no;no;no;cellular;may;fri;-1.8;92.893;-46.2;1.25;NULL;yes
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;blue-collar;married;basic.6y;no;yes;no;cellular;nov;wed;-0.1;93.2;-42;4.12;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;services;married;basic.4y;no;no;no;telephone;may;fri;1.1;93.994;-36.4;4.864;5191;no
[0, 100[;self-employed;single;university.degree;no;yes;no;telephone;may;thu;1.1;93.994;-36.4;4.86;5191;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;admin.;single;high.school;no;no;no;cellular;apr;thu;-1.8;93.075;-47.1;1.365;NULL;yes
[0, 100[;services;married;high.school;no;yes;no;cellular;jul;thu;1.4;93.918;-42.7;4.968;NULL;no
[0, 100[;admin.;divorced;high.school;no;yes;no;cellular;may;thu;-1.8;92.893;-46.2;1.266;NULL;no
[0, 100[;admin.;married;high.school;no;yes;no;cellular;aug;fri;1.4;93.444;-36.1;4.966;NULL;no
[0, 100[;services;married;high.school;unknown;yes;no;cellular;may;tue;-1.8;92.893;-46.2;1.344;NULL;no
[0, 100[;admin.;divorced;university.degree;no;no;no;cellular;aug;tue;1.4;93.444;-36.1;4.965;NULL;no
[0, 100[;services;married;high.school;no;yes;yes;telephone;jun;thu;1.4;94.465;-41.8;4.958;NULL;no
[0, 100[;admin.;single;university.degree;no;no;no;cellular;apr;wed;-1.8;93.075;-47.1;1.405;NULL;yes
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;yes
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;yes
[0, 100[;services;divorced;basic.9y;no;yes;no;telephone;may;thu;1.1;93.994;-36.4;4.86;5191;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;entrepreneur;married;university.degree;no;yes;no;cellular;jul;mon;1.4;93.918;-42.7;4.96;NULL;no
[0, 100[;admin.;single;university.degree;no;yes;yes;cellular;may;mon;-1.8;92.893;-46.2;1.244;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;technician;single;professional.course;no;no;no;cellular;aug;thu;1.4;93.444;-36.1;4.968;NULL;no
[0, 100[;blue-collar;married;basic.9y;no;yes;no;telephone;jun;mon;1.4;94.465;-41.8;4.958;NULL;no
[0, 100[;blue-collar;married;basic.9y;no;yes;no;cellular;may;mon;-1.8;92.893;-46.2;1.299;NULL;no
[0, 100[;blue-collar;married;basic.6y;no;no;no;cellular;jul;tue;1.4;93.918;-42.7;4.961;NULL;no
[0, 100[;admin.;single;university.degree;no;no;yes;cellular;aug;wed;1.4;93.444;-36.1;4.964;NULL;no
[0, 100[;services;married;high.school;unknown;no;no;cellular;may;wed;-1.8;92.893;-46.2;1.334;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;admin.;divorced;high.school;no;no;no;telephone;may;tue;1.1;93.994;-36.4;4.856;5191;no
[0, 100[;blue-collar;married;basic.4y;no;yes;no;cellular;apr;mon;-1.8;93.075;-47.1;1.405;NULL;no
[0, 100[;admin.;single;university.degree;no;yes;no;cellular;jul;thu;1.4;93.918;-42.7;4.968;NULL;no
[0, 100[;admin.;single;university.degree;no;no;no;cellular;may;tue;-1.8;93.876;-40;0.668;NULL;no
[0, 100[;services;married;high.school;no;no;no;cellular;jul;thu;1.4;93.918;-42.7;4.968;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;blue-collar;married;basic.9y;unknown;no;no;cellular;aug;thu;1.4;93.444;-36.1;4.968;NULL;no
[0, 100[;admin.;married;university.degree;no;no;yes;telephone;may;fri;1.1;93.994;-36.4;4.855;5191;yes
[0, 100[;services;married;high.school;unknown;yes;no;telephone;jun;mon;1.4;94.465;-41.8;4.865;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;yes
[0, 100[;technician;single;university.degree;no;yes;no;telephone;may;thu;1.1;93.994;-36.4;4.855;5191;no
[0, 100[;admin.;single;high.school;no;no;no;telephone;may;mon;1.1;93.994;-36.4;4.857;5191;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;admin.;single;university.degree;no;no;no;cellular;aug;mon;1.4;93.444;-36.1;4.965;NULL;no
[0, 100[;admin.;married;university.degree;unknown;yes;yes;cellular;aug;fri;1.4;93.444;-36.1;4.963;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;admin.;single;high.school;no;no;yes;telephone;jun;wed;1.4;94.465;-41.8;4.962;NULL;no
[0, 100[;admin.;married;basic.9y;no;no;no;telephone;may;mon;1.1;93.994;-36.4;4.857;5191;no
[0, 100[;services;married;high.school;no;no;no;cellular;apr;fri;-1.8;93.075;-47.1;1.405;NULL;no
[0, 100[;management;married;university.degree;no;no;no;cellular;nov;tue;-3.4;92.649;-30.1;0.716;NULL;no
[0, 100[;technician;single;professional.course;no;no;no;cellular;may;thu;-1.8;92.893;-46.2;1.266;NULL;no
[0, 100[;technician;divorced;basic.9y;no;no;no;telephone;may;tue;1.1;93.994;-36.4;4.856;5191;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;admin.;single;university.degree;no;yes;yes;cellular;may;thu;-1.8;92.893;-46.2;1.266;NULL;no
[0, 100[;blue-collar;married;basic.9y;no;yes;no;telephone;may;wed;1.1;93.994;-36.4;4.856;5191;no
[0, 100[;technician;single;professional.course;no;no;no;cellular;aug;fri;-2.9;92.201;-31.4;0.881;NULL;yes
[0, 100[;services;married;high.school;no;yes;no;cellular;aug;wed;1.4;93.444;-36.1;4.964;NULL;no
[0, 100[;services;married;high.school;no;yes;no;cellular;jul;tue;1.4;93.918;-42.7;4.962;NULL;no
[0, 100[;unemployed;single;professional.course;no;no;no;telephone;may;tue;1.1;93.994;-36.4;4.856;5191;no
[0, 100[;blue-collar;divorced;basic.4y;no;yes;no;telephone;may;fri;1.1;93.994;-36.4;4.857;5191;no
[0, 100[;services;married;high.school;no;yes;no;cellular;may;fri;-1.8;92.893;-46.2;1.313;NULL;no
[0, 100[;blue-collar;married;professional.course;unknown;yes;no;telephone;may;mon;1.1;93.994;-36.4;4.857;5191;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;services;single;high.school;no;yes;no;cellular;nov;thu;-0.1;93.2;-42;4.076;NULL;no
[0, 100[;technician;married;high.school;no;yes;no;cellular;aug;fri;1.4;93.444;-36.1;4.964;NULL;no
[0, 100[;blue-collar;married;basic.4y;no;no;no;cellular;may;wed;-1.8;92.893;-46.2;1.27;NULL;yes
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;admin.;married;university.degree;no;yes;no;cellular;aug;fri;1.4;93.444;-36.1;4.963;NULL;no
[0, 100[;services;married;basic.6y;no;yes;no;cellular;may;fri;-1.8;92.893;-46.2;1.25;NULL;no
[0, 100[;management;divorced;university.degree;no;no;no;cellular;nov;wed;-0.1;93.2;-42;4.12;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;yes
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;blue-collar;single;basic.9y;unknown;no;no;cellular;may;wed;-1.8;92.893;-46.2;1.334;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;technician;married;professional.course;no;no;no;cellular;aug;mon;1.4;93.444;-36.1;4.963;NULL;no
[0, 100[;admin.;married;university.degree;no;no;no;cellular;nov;wed;-0.1;93.2;-42;4.12;NULL;no
[0, 100[;admin.;single;high.school;no;yes;no;cellular;nov;fri;-0.1;93.2;-42;4.021;NULL;no
[0, 100[;services;married;high.school;unknown;yes;no;telephone;may;wed;1.1;93.994;-36.4;4.856;5191;no
[0, 100[;self-employed;married;university.degree;no;yes;no;cellular;jul;thu;1.4;93.918;-42.7;4.958;NULL;no
[0, 100[;technician;married;professional.course;no;no;no;cellular;jul;tue;1.4;93.918;-42.7;4.962;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;retired;married;basic.4y;no;no;no;cellular;aug;mon;1.4;93.444;-36.1;4.965;NULL;no
[0, 100[;admin.;single;university.degree;no;no;no;cellular;aug;mon;1.4;93.444;-36.1;4.965;NULL;no
[0, 100[;self-employed;married;university.degree;no;yes;no;cellular;aug;tue;1.4;93.444;-36.1;4.966;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;blue-collar;married;basic.4y;unknown;no;no;telephone;jun;mon;1.4;94.465;-41.8;4.96;NULL;no
[0, 100[;admin.;divorced;unknown;unknown;yes;no;telephone;may;thu;1.1;93.994;-36.4;4.86;5191;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;yes
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;blue-collar;married;professional.course;no;yes;no;cellular;may;mon;-1.8;92.893;-46.2;1.244;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;blue-collar;single;basic.9y;no;yes;no;telephone;may;thu;1.1;93.994;-36.4;4.86;5191;no
[0, 100[;management;married;high.school;no;yes;no;cellular;may;mon;-1.8;92.893;-46.2;1.354;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;admin.;single;university.degree;no;no;no;cellular;may;fri;-1.8;92.893;-46.2;1.25;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;yes
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;technician;married;professional.course;no;no;no;cellular;may;wed;-1.8;92.893;-46.2;1.281;NULL;no
[0, 100[;housemaid;married;basic.4y;no;yes;no;cellular;jul;wed;1.4;93.918;-42.7;4.962;NULL;no
[0, 100[;blue-collar;married;basic.9y;unknown;no;no;telephone;may;wed;1.1;93.994;-36.4;4.857;5191;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;yes
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;management;married;university.degree;no;no;no;cellular;aug;mon;1.4;93.444;-36.1;4.965;NULL;no
[0, 100[;admin.;divorced;university.degree;no;yes;no;telephone;nov;mon;-0.1;93.2;-42;4.191;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;admin.;married;university.degree;no;yes;no;cellular;jun;mon;-2.9;92.963;-40.8;1.266;NULL;yes
[0, 100[;self-employed;single;university.degree;no;no;no;telephone;may;wed;1.1;93.994;-36.4;4.857;5191;no
[0, 100[;management;married;university.degree;no;yes;no;cellular;may;wed;-1.8;92.893;-46.2;1.334;NULL;no
[0, 100[;retired;married;basic.6y;no;yes;no;cellular;jul;tue;1.4;93.918;-42.7;4.961;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;blue-collar;single;basic.9y;unknown;yes;no;telephone;jun;tue;1.4;94.465;-41.8;4.864;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;yes
[0, 100[;technician;married;high.school;no;no;no;cellular;aug;wed;1.4;93.444;-36.1;4.967;NULL;no
[0, 100[;management;single;university.degree;no;yes;no;cellular;nov;fri;-0.1;93.2;-42;4.021;NULL;no
[0, 100[;admin.;married;university.degree;no;yes;yes;cellular;nov;wed;-0.1;93.2;-42;4.12;NULL;yes
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;entrepreneur;married;university.degree;no;no;no;telephone;may;tue;1.1;93.994;-36.4;4.856;5191;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;admin.;single;university.degree;no;no;no;cellular;jul;tue;1.4;93.918;-42.7;4.961;NULL;no
[0, 100[;services;married;high.school;no;yes;yes;cellular;may;thu;-1.8;92.893;-46.2;1.266;NULL;no
[0, 100[;technician;married;university.degree;no;yes;no;cellular;jul;thu;1.4;93.918;-42.7;4.963;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;blue-collar;married;basic.4y;no;no;no;telephone;jun;wed;1.4;94.465;-41.8;4.959;NULL;no
[0, 100[;management;single;university.degree;no;no;no;cellular;may;fri;-1.8;92.893;-46.2;1.313;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;technician;married;professional.course;no;no;no;telephone;may;thu;1.1;93.994;-36.4;4.86;5191;no
[0, 100[;admin.;married;university.degree;no;no;no;cellular;jul;mon;1.4;93.918;-42.7;4.962;NULL;no
[0, 100[;services;married;basic.6y;unknown;yes;no;cellular;may;fri;-1.8;92.893;-46.2;1.25;NULL;yes
[0, 100[;services;married;high.school;no;yes;no;cellular;jul;wed;1.4;93.918;-42.7;4.963;NULL;no
[0, 100[;management;married;university.degree;no;yes;no;cellular;apr;thu;-1.8;93.075;-47.1;1.365;NULL;no
[0, 100[;admin.;married;university.degree;no;no;no;telephone;may;tue;1.1;93.994;-36.4;4.856;5191;no
[0, 100[;blue-collar;married;basic.9y;unknown;no;no;cellular;jul;fri;1.4;93.918;-42.7;4.963;NULL;no
[0, 100[;management;married;university.degree;no;no;no;cellular;nov;tue;-0.1;93.2;-42;4.153;NULL;no
[0, 100[;services;single;high.school;no;no;no;cellular;nov;tue;-0.1;93.2;-42;4.153;NULL;no
[0, 100[;technician;married;professional.course;unknown;no;no;telephone;may;tue;1.1;93.994;-36.4;4.856;5191;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;management;married;basic.9y;no;yes;no;cellular;aug;wed;1.4;93.444;-36.1;4.965;NULL;no
[0, 100[;technician;married;high.school;no;yes;no;telephone;may;mon;1.1;93.994;-36.4;4.857;5191;no
[0, 100[;entrepreneur;single;university.degree;no;no;no;cellular;jul;tue;1.4;93.918;-42.7;4.961;NULL;no
[0, 100[;blue-collar;single;high.school;no;no;no;cellular;may;thu;-1.8;92.893;-46.2;1.327;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;yes
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;yes
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;student;single;high.school;no;no;no;cellular;may;wed;-1.8;92.893;-46.2;1.281;NULL;yes
[0, 100[;services;single;high.school;no;yes;no;cellular;apr;thu;-1.8;93.075;-47.1;1.435;NULL;no
[0, 100[;technician;married;professional.course;no;yes;no;cellular;jul;wed;1.4;93.918;-42.7;4.962;NULL;no
[0, 100[;technician;married;high.school;no;no;no;cellular;aug;tue;1.4;93.444;-36.1;4.963;NULL;no
[0, 100[;services;single;high.school;no;yes;no;telephone;may;mon;1.1;93.994;-36.4;4.857;5191;no
[0, 100[;blue-collar;married;basic.4y;unknown;no;yes;cellular;aug;thu;1.4;93.444;-36.1;4.968;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;blue-collar;single;basic.9y;no;yes;no;cellular;may;thu;-1.8;92.893;-46.2;1.266;NULL;no
[0, 100[;admin.;married;high.school;no;yes;no;cellular;may;mon;-1.8;92.893;-46.2;1.299;NULL;no
[0, 100[;management;single;university.degree;no;no;no;telephone;may;tue;1.1;93.994;-36.4;4.856;5191;no
[0, 100[;admin.;single;university.degree;no;yes;no;cellular;aug;tue;1.4;93.444;-36.1;4.963;NULL;no
[0, 100[;services;single;high.school;no;no;no;cellular;may;mon;-1.8;92.893;-46.2;1.299;NULL;no
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;no
[0, 100[;blue-collar;single;basic.6y;unknown;yes;no;cellular;jul;tue;1.4;93.918;-42.7;4.961;NULL;no
[0, 100[;blue-collar;married;professional.course;unknown;no;no;cellular;jul;fri;1.4;93.918;-42.7;4.963;NULL;no
